v1,v2
use,"En lógica, una falacia (del latín fallacia, «engaño») es un argumento que parece válido, pero no lo es. Algunas falacias se cometen intencionalmente, para persuadir o manipular a los demás, mientras que otras se cometen sin intención, debido a descuidos o ignorancia. En ocasiones las falacias pueden ser muy sutiles y persuasivas, y puede hacer falta mucha atención para detectarlas."
use,"El que un argumento sea falaz no implica que sus premisas o conclusión sean falsas. Un argumento puede tener premisas verdaderas y conclusión verdadera, y aun así ser falaz. Lo que hace a un argumento falaz es la invalidez del argumento en sí. De hecho, inferir que una proposición es falsa porque el argumento que la tiene por conclusión es falaz, es en sí una falacia, conocida como argumento ad logicam."
use,"Las falacias son de interés no solo para la lógica, sino también para la política, la retórica, el derecho, la ciencia, la religión, el periodismo, la mercadotecnia, y en general, cualquier área donde la argumentación y la persuasión sean de especial relevancia."
non,Una respuesta desde Xavier Zubiri
non,"ol. X, núm. 18, pp. 77-99, 2019"
non,Centro de Investigación Social Avanzada
non,Recepción: 10/07/2017 Aprobación: 21/11/2018
non,"vol. X, núm. 18, pp. 77-99, 2019 Centro de Investigación Social Avanzada Recepción: 10/07/2017 Aprobación: 21/11/2018"
non,Suscríbete a Magnet Recibe un email al día con nuestros artículos:
non,Enviado por Dr. Luis Alberto Navarrete Obando
use,"La lingüística (del francés linguistique; este de linguiste, «lingüista» y aquel del latín ""lingua"", «lengua») es el estudio científico del origen, la evolución y la estructura del lenguaje, a fin de deducir las leyes que rigen las lenguas (antiguas y modernas). Así, la lingüística estudia las estructuras fundamentales del lenguaje humano, sus variaciones a través de todas las familias de lenguas (las cuales también identifica y clasifica) y las condiciones que hacen posible la comprensión y la comunicación por medio de la lengua natural."
use,"En Caracas (Capitanía General de Venezuela) fue maestro de Simón Bolívar durante un corto período de tiempo y participó en el proceso que llevó a la independencia venezolana. Como parte del bando revolucionario integró, junto con Luis López Méndez y Simón Bolívar, la primera misión diplomática a Londres, ciudad en que residió entre 1810 y 1829."
use,"Al ser el irlandés un requerimiento de estudio en las escuelas públicas del país, muchos lo hablan con fluidez como segundo idioma nativo. Aunque el idioma principal de la isla es el inglés, existen varios periódicos, revistas y emisoras de radio en irlandés, especialmente en los Gaeltachtaí. Desde 1996 existe un canal de televisión llamado Teilifís na Gaeilge (Televisión del Irlandés) o TG4."
use,"El irlandés o gaélico irlandés moderno (en irlandés: Gaeilge) es un idioma goidélico de la rama celta de la familia de lenguas indoeuropeas originario de la isla de Irlanda y hablado históricamente por los irlandeses. Se estima que el número de personas en la isla que lo hablan como lengua nativa ronda entre 20 000 y 80 000, predominantemente en las regiones rurales occidentales."
use,"El irlandés era la lengua principal de la isla antes de que se produjese la conquista inglesa de Irlanda durante la Edad Media. Desde 1922 con la independencia de la República de Irlanda (llamado originalmente el Estado Libre Irlandés), ha sido el idioma oficial junto al inglés."
use,"En 1998 con el Acuerdo de Viernes Santo, fue reconocido oficialmente como lengua de minoría en Irlanda del Norte, un país constituyente del Reino Unido. El 13 de junio de 2005 se aprobó e incluyó como idioma de trabajo en la Unión Europea entrando en vigor el 1 de enero de 2007. El 22 de enero del mismo año, el ministro Noel Treacy, lo usó por primera vez en una reunión del Consejo de Ministros de la Unión Europea."
use,"Andrés de Jesús María y José Bello López (Caracas, 29 de noviembre de 1781-Santiago de Chile, 15 de octubre de 1865) fue un filósofo, jurista, poeta, traductor, filólogo, ensayista, político, diplomático y humanista venezolano, nacionalizado chileno. Considerado como uno de los humanistas más importantes de América, hizo contribuciones en innumerables campos del conocimiento."
use,"De entre sus principales obras literarias, destacan la Gramática de la lengua castellana destinada al uso de los americanos (1847), obra de referencia aún hoy imprescindible para los estudios gramaticales, los Principios del derecho de gentes, el poema «Silva a la agricultura de la zona tórrida» y el ensayo Resumen de la Historia de Venezuela, entre otras."
use,"En 1829 embarcó junto con su familia hacia Chile, contratado por el gobierno de dicho país, donde desarrolló grandes obras en el campo del derecho y las humanidades."
use,"En Santiago alcanzó a desempeñar cargos como senador y profesor, además de dirigir diversos periódicos locales. Como jurista, fue el principal impulsor y redactor del Código Civil de Chile, una de las obras jurídicas americanas más novedosas e influyentes de su época. Bajo su inspiración y con su decisivo apoyo, en 1842 fue creada la Universidad de Chile, institución de la cual se erigió en primer rector por más de dos décadas."
use,"Latín vulgar (en latín, sermo vulgaris) o latín tardío es un término genérico, empleado para referirse al conjunto de los dialectos vernáculos del latín vivo, hablados en las provincias del Imperio romano. La extinción como lengua viva del latín se asoció con la creciente diferenciación de estos dialectos, que condujo, hacia el siglo IX, a la formación de las lenguas romances tempranas. Algunos autores proponen distinguir técnicamente entre latín vulgar (o popular) y latín tardío (siglo IV en adelante), aunque lingüísticamente es difícil distinguir entre esas dos acepciones."
use,"Sin embargo conviene aclarar que, desde el punto de vista de la lingüística moderna, el latín vulgar como tal es una expresión basada en una hipótesis antigua y equivocada, que suponía la existencia de dos lenguas paralelas: un latín «culto» y uno «vulgar»; pero, verdaderamente, el latín vulgar era el latín mismo, un idioma vivo y en constante evolución, mientras que el latín clásico solo se mantenía en la literatura y administración como el lenguaje escrito culto, para facilitar la comunicación entre las provincias romanas."
use,"La variante de latín hablado difiere notablemente del estilo literario del latín clásico en su pronunciación, vocabulario y gramática. Algunos rasgos del latín vulgar no aparecieron hasta la época tardía del Imperio romano, aunque parece que muchos de sus rasgos son sorprendentemente tempranos. Otros, pueden incluso haber estado presentes mucho antes, al menos bajo la forma de latín acriollado."
use,"La mayor parte de las definiciones de «latín vulgar» suponen que es una lengua hablada antes que escrita, porque ciertas evidencias sugieren que el latín se dialectalizó o criollizó durante este período, y porque no hay pruebas de que alguien transcribiera el habla cotidiana de ninguno de sus hablantes. El estudio del latín vulgar requiere el análisis de evidencias indirectas, ya que originalmente nadie usaba intencionalmente las formas de latín vulgar cuando escribía."
use,"Lo que hoy se sabe del latín vulgar procede de tres fuentes. La primera es el método comparativo que puede reconstruir numerosos rasgos de las lenguas romances atestiguadas, y hacer notar aquello en lo que difieren del latín clásico."
use,"La segunda fuente son varios textos de gramáticas prescriptivas del latín tardío que condenaban los errores lingüísticos que los hablantes de latín solían cometer, denuncias que ayudan a describir cómo se usaba la lengua. Finalmente, los «solecismos» y usos que se apartan del latín clásico encontrados a veces en textos de latín tardío también dan luz al habla de quien los escribió."
use,"Numerosos autores de varias épocas han propuesto distintas teorías sobre ello, como por ejemplo el fraile Mateo Anguiano en el siglo XVIII, pasando por Ángel Casimiro de Govantes en el XIX, Menéndez Pidal o Merino Urrutia en el XX o ya en el XXI el investigador Eduardo Aznar Martínez. Sin olvidar los textos de autores más antiguos como Florian Ocampo en el siglo XVI o Rodrigo Méndez Silva en el XVII, que dan cuenta de la etimología popular del topónimo."
non,"Colectivo de autores, 1995. Programas analíticos de las asignaturas de la Disciplina Inglés. La Habana. Instituto Superior de Ciencias Médicas de La Habana"
use,"El virus se transmite generalmente de persona a persona a través de pequeñas gotas de saliva, conocidas como gotas de Flügge, que se emiten al hablar, estornudar, toser o respirar. También está documentada la transmisión por aerosoles (< 5 μm). Se difunde principalmente cuando las personas están en contacto cercano, pero también se puede difundir al tocar una superficie contaminada y luego llevar las manos contaminadas a la cara o las mucosas."
use,"Las complicaciones pueden incluir neumonía, síndrome respiratorio agudo o sepsis. En la OMC, un grupo de 99 países en vías de desarrollo liderados por India y Sudáfrica y con el apoyo de la organización Médicos sin Fronteras pidieron la suspensión temporal de las patentes de las vacunas contra la COVID-19 mientras dure la pandemia. A este pedido se oponen, entre otros países, la mayoría de los miembros de la Unión Europea, Estados Unidos y Brasil."
use,"Al 12 de marzo de 2022 se han contabilizado más de 455.9 millones de casos de la enfermedad en 259 países y territorios, y 6 millones de fallecidos. Por otra parte, para enero de 2022 se han alcanzado las 4500 millones de personas vacunadas con al menos una dosis, un 60 % de la población mundial. La Organización Mundial de la Salud estima que al menos el 10 % de la población mundial ya se había contagiado de esta enfermedad (unas 780 millones de personas infectadas aproximadamente), debido al gran subregistro de casos a nivel mundial."
use,"La Organización Mundial de la Salud (OMS) la declaró una emergencia de salud pública de importancia internacional el 30 de enero de 2020 y la reconoció como una pandemia el 11 de marzo de 2020, cuando informó que había 4291 muertos y 118 000 casos en 114 países."
non,Artículo
non,Jorge Luis Flores Rodríguez. Licenciado en Filosofía. Profesor Asistente. María Antonia Acosta Valdés. Especialista de Primer Grado en Laboratorio Clínico. Hospital Pediátrico Eduardo Agramonte
non,Palabras Clave:
non,Uso de Cookies 0 Su carrito está vacío Ficha técnica Puntos clave Descripción Dirigido a Qué incluye Contenidos
non,"Tu selección ¡Aprovecha estos grandes descuentos! Obtén 15% OFF en Libros impresos, eBooks, o DÚO 680MXN 578MXN Añadir al carrito ¡Sé el primero en valorar esta obra!"
non,Garantía Editorial Médica Panamericana Papel 680 MXN 578 MXN Añadir al carrito
non,EnlacesCapítulo de Muestra Hoja informativaDescargar isbn 9786078546398 Páginas 360 Edición 1ª Año ©2021 EnlacesCapítulo de Muestra Compatibilidad Windows Mac iOS Android Hoja informativaDescargar
non,LA FACULTAD DE MEDICINA DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO (UNAM) PIONERA EN AMÉRICA LATINA Y LÍDER REGIONAL EN LA FORMACIÓN DE RECURSOS HUMANOS PARA LA SALUD Editorial
non,editorial
non,"Dr. Vicente Guarner, Camino Santa Teresa 1055, Consultorio 235. C.P.10700"
non,"Jorge Luis Quintana Torres. Licenciado en Filosofía. Profesor Asistente. Instituto Superior de Ciencias Médicas Carlos J. Finlay Carretera Central Oeste. Camagüey, Cuba. E-mail: quinta@finlay.cmw.sld.cu"
non,"Director de la Fundación Lilly. Madrid, España. E-mail: j_a_gutierrez@lilly.com"
non,Utilizamos cookies propias y de terceros para mejorar nuestros servicios y mostrarle publicidad relacionada con sus preferencias mediante el análisis de sus hábitos de navegación
non,"Si continúa navegando, consideramos que acepta su uso. Puede obtener más información, o bien conocer cómo cambiar la configuración, en nuestra Política de cookies"
non,"Libro en formato digital, con herramientas que enriquecen la lectura; acceda a los contenidos desde el índice, apóyese en la identificación en miniatura, en el buscador semántico y en la capacidad de crear notas y observaciones personales para su posterior visualización"
use,"La matemática (del griego μάθημα, máthema: ciencia, conocimiento, aprendizaje, μαθηματικóς, mathematikós: amante del conocimiento) es la disciplina que, mediante el razonamiento deductivo, estudia las propiedades de los entes abstractos (números, conjuntos, figuras geométricas, etc.) así como las relaciones que se establecen entre ellos."
use,"Aunque la matemática sea la supuesta «Reina de las Ciencias», ella misma no se considera una ciencia natural. Principalmente, los matemáticos definen e investigan estructuras y conceptos abstractos por razones puramente internas a la matemática, debido a que tales estructuras pueden proveer, por ejemplo, una generalización elegante o una útil herramienta para cálculos frecuentes o complejos, a fin de realizar aportes para la investigación de las ciencias naturales y aplicadas."
use,"Las matemáticas son fundamentales en las ciencias naturales y en la ingeniería, y ésta encuentra sus aplicaciones en ellas, particularmente en la Física."
use,"El teorema del coseno es una generalización del teorema de Pitágoras aplicable en trigonometría, a cualquier tipo de triángulo."
use,El teorema relaciona un lado de un triángulo cualquiera con los otros dos y con el coseno del ángulo formado por estos dos lados:
use,"En la mayoría de los idiomas, este teorema es conocido con el nombre de teorema del coseno, denominación no obstante relativamente tardía. En francés, sin embargo, lleva el nombre del matemático persa Ghiyath al-Kashi que unificó los resultados de sus predecesores."
non,Vea también
non,"Cómo citar: """". En: Significados.com. Disponible en: https://www.significados.com// Consultado:"
non,"En CurioSfera-Historia.com, te explicamos "
non,Reseñas históricas
non,"Y si te ha gustado, comparte en redes sociales o síguenos en nuestra página de historia en Facebook"
non,También puedes dejarnos un comentario o darnos un me gusta
non,Tu dirección de correo electrónico no será publicada. Los campos obligatorios están marcados con *'
non,"Guarda mi nombre, correo electrónico y web en este navegador para la próxima vez que comente"
use,"Química es la ciencia de la materia y estudia la composición, propiedades y estructura de las sustancias y las transformaciones que éstas experimentan. En el estudio de la materia, la química también investiga las interacciones que existen de ella con respecto a la energía y a sí misma. Debido a la diversidad de la materia, que está compuesta de átomos, los químicos frecuentemente estudian cómo los átomos de diferentes elementos químicos de la tabla periódica interactúan para formar moléculas y cómo ellas mismas interactúan unas con otras."
use,"El grupo de E.J.Corey (Premio Nobel de Química - 1990) ha publicado una nueva síntesis del Oseltamivir (Tamiflu) sin necesidad de utilizar el costoso método que implica el uso del ácido sikímico, parte primordial en la obtención del Tamiflu. Debido a las expectativas internacionales sobre la gripe aviar y la pandemia que se ha desencadenado desde el 2003, los científicos han decidido no patentar su procedimiento y aligerar los costos."
use,"La Termoquímica es la parte de la Fisicoquímica que estudia los intercambios de energía en forma de calor en los procesos de cambio químico, como lo son las reacciones químicas. Se puede considerar que las reacciones químicas se producen a presión constante (en un recipiente abierto la presión es la atmosférica, es decir, P=1 atm), o bien puede considerarse que se producen a un gran volumen constante (el del recipiente donde se estén realizando)."
use,"Tratándose de intercambios de calor a presión constante, la magnitud característica de la termoquímica es la variación de entalpía, definida como el calor absorbido o desprendido en el proceso."
use,"El carbono puede formar enlaces covalentes con hidrógeno, oxígeno o algún heteroátomo para formar moléculas desde las más simples a las más complejas, inclusive heterocíclos."
use,"Friedrich Wöhler, fue un pedagogo y químico alemán, nació en Eschersheim (hoy parte de Fráncfort) el 31 de julio de 1800 y murió en Gotinga el 23 de septiembre de 1882. En 1836 fue profesor de química en la Universidad de Gotinga. Precursor en el campo de la química orgánica, debido a la primera síntesis orgánica de la urea (compuesto cristalino e incoloro; con fórmula CO(NH2)2, éste se encuentra abundantemente en la orina y en la materia fecal. Es el principal producto terminal del metabolismo de las proteínas en el hombre y en los demás mamíferos), también sintetizó el oxalato de antimonio (producto que no reveló debido a que no sabía en ese entonces qué nombre llevaría)."
use,"Hasta antes e la síntesis de la urea se creía que forzosamente los compuestos orgánicos debían estar presentes en la materia viva (o bien en la que había estado viva), no obstante con su síntesis se descubrió que este dogma que imperaba en la comunidad científica de aquella época. lo cuál su mayor contribución fue el demostrar obtener productos de procesos vitales en el laboratorio a partir de materia orgánica, poniendo en contra el pensamiento científico de la época. Además aisló dos elementos químicos: el aluminio y el berilio. Descubrió el carburo de calcio y a partir de éste obtuvo el acetileno. También desarrolló el método para preparar el fósforo que se sigue utilizando hasta el día de hoy."
use,"Archibald Scott Couper químico escocés nacido el 31 de marzo de 1831 y murió el 11 de marzo de 1892. Propuso una nueva teoría de estructura y enlace en la química orgánica. Descubrió la tetravalencia del átomo de carbono, la cual le permite enlazarse con otros átomos de carbono formando largas cadenas. La idea de Couper, sobre los átomos de carbono que pueden unirse entre sí, fue independiente al documento de August Kekulé que propone el mismo concepto. (Kekulé ya había propuesto la tetravalencia de carbono en 1857)."
use,"La investigación que Couper presentó difería de la de Kekulé en varias maneras. Couper estaba abierto a la idea de que el carbono es divalente; Kekulé no. Couper proporcionó diversas fórmulas mejor resueltas y en dos casos llegó a sugerir fórmulas cíclicas (hetero), lo que podría haber influido la sugerencia posterior de Kekulé sobre el anillo de benceno. Sin embargo, a través de un malentendido con Wurtz (1817-1884), el escrito de Kekulé apareció impreso primero, en mayo de 1858, y así Kekulé obtuvo la preferencia por el descubrimiento del autoenlace de átomos de carbono."
use,"En 1948, en la ciudad de La Habana, Cuba, dentro del Congreso Panamericano de Química y Farmacia, María de los Ángeles Zaldo Arredondo propuso que se instituyera una fecha para conmemorar al profesional de esa área, definiéndose así el 1 de diciembre para tal reconocimiento."
non,Vea también
non,"Vea también: Cómo citar: ""Química"". En: Significados.com. Disponible en: https://www.significados.com/quimica/ Consultado: Editorial"
non,"Sosa y Méndez, 2011"
non,Quiénes somos Encuesta de Cultura Científica Certificados en línea Noticias Noticias
non,Para público general Biblioteca de recursos Quiénes somos REC Proyectos Explora SIP Certificados en línea Síguenos
non,"Inaugurado el 8 de junio de 1999, en la Academia de las Ciencias del Instituto Francés en París, Francia Folleto conmemorativo (PDF en inglés)"
non,Contacto: explora@minciencia.gob.cl
use,"La geografía (del griego γαια gaia ‘Tierra’, y γραφειν grafein ‘describir’ o ‘representar gráficamente’) es una ciencia de tipo social y natural, encargada del estudio de fenómenos naturales y sociales."
use,"Tiene como ciencia afín a la demografía. Y la diferencia entre las dos ciencias se centra en una distinción del punto de vista: la Demografía estudia la población desde la perspectiva de la estadística, mientras que la geografía de la Población la estudia teniendo en cuenta la distribución espacial de la población y de sus características"
use,"La geografía física es la ciencia de la tierra que estudia el medio físico. Los principales elementos que estructuran el medio físico corresponden al relieve, las aguas terrestres, los mares y océanos, el clima, la vegetación, la fauna y el suelo; y el estudio de cada uno de estos da origen a distintas subramas de la geografía física como son:"
use,"La climatología. Engloba subdisciplinas más especializadas: La climatología analítica, la climatología sinóptica, la topoclimatología o la climatología urbana"
use,"La glaciología. Se preocupa de los múltiples fenómenos actuales y pasados, relacionados con la extensión, distribución, causas, características, procesos, dinámicas, clasificaciones e implicancias del agua en estado sólido, en todas las manifestaciones que puede presentarse en la naturaleza (glaciares, hielo, nieve, granizo, neviza, etc)."
use,"El estudio de los riesgos naturales. Es una disciplina muy relacionada con otras áreas como la geoquímica, la geobotánica, las ciencias forestales o la edafología."
non,PALABRAS CLAVE:
non,Recibido: 21-03-2009 Aceptado: 18-01-2010.
non,"Actualmente en las universidades de todo el mundo existe la titulación de Geografía. Con ella los alumnos conseguirán una amplia formación en dicha materia desde diversos puntos de vista. Así, por ejemplo, estudiarán a fondo y adquirirán los conocimientos y las habilidades necesarias en materia de disciplinas manuales fundamentales en aquella como es el caso de la cartografía o de la teledetección."
non,Copyright © 2008-2022 - Definicion.de Queda prohibida la reproducción total o parcial de los contenidos de esta web Privacidad - Contacto'
non,Copyright © 2008-2022 - Definicion.de Queda prohibida la reproducción total o parcial de los contenidos de esta web Privacidad - Contacto'
non,Gerardo J. Siso Quintero. Profesor Jubilado de la Escuela de Geografía de la Universidad Central de Venezuela
non,"(UCV) (1972- 1997). Licenciado en Geografía (UCV, 1969). Postgrado en Geografía (Universidad de Cambridge, 1970-1971)."
non,"Curso Superior de Defensa N° 14 (Instituto de Altos Estudios de la Defensa Nacional, Ministerio de la Defensa, 1984-1985). V Programa de Gerencia (Instituto de Estudios Superiores de Administración, IESA, 1987-1988). Director de la Escuela de Geografía (UCV, 1987-1990). Coordinador de la Comisión Clasificadora del Personal Docente y de Investigación (UCV, 1996-1997). Representante de la Facultad de Humanidades y Educación ante la Comisión de Estudios Interdisciplinarios (UCV, desde 2005). Correo electrónico: gsiso@cantv.net"
non,"PALABRAS CLAVE: Cronología, tradiciones geográficas, corrientes geográficas, paradigmas, disciplinas sistemáticas, disciplinas corológicas."
non,ABSTRACT
use,"La climatología. Engloba subdisciplinas más especializadas: La climatología analítica, la climatología sinóptica, la topoclimatología o la climatología urbana"
use,"África es el tercer continente en extensión. Colinda al norte con el Mar Mediterráneo, al oeste con el Océano Atlántico y al este con el Mar Rojo, el Océano Índico y Asia a través del canal de Suez. Aunque posee una superficie total de 30 272 922 km², que representa el 22 % del total terrestre, la población es de tan sólo 1 010 844 133 habitantes, menos del 15 %. El continente se organiza en 54 países, siendo todos ellos miembros de la Unión Africana."
use,"La Segunda Guerra del Congo fue un conflicto armado que tuvo lugar en gran parte del territorio de la República Democrática del Congo (el antiguo Zaire), con posterioridad a la Primera Guerra del Congo. Este conflicto se inició en 1998 y terminó formalmente en 2003, cuando asumió el poder un gobierno de transición bajo los términos del Acuerdo de Pretoria. Los combatientes provenían de nueve naciones (además de existir dentro del país veinte facciones armadas distintas), lo que lo convierte en el conflicto continental africano más grande del que se tenga noticia. (Leer más)"
non,Únete al equipo
non,Pasante de una Compañía de Tecnología e Innovación
non,Atrás Conócenos Historia Transparencia Compliance Memorias y cuentas anuales Canal de denuncias
non,Evaluaciones externas Licitaciones Equipo Únete al equipo Voluntarios y voluntarias Equipo directivo y Patronato
non,Nuestra base social Redes y Alianzas Alliance 2015 Innovación + Impacto 1Planet4All 40 aniversario Nuestro trabajo Proyectos en el mundo Líneas de intervención
non,Actualidad Blog Colabora Apadrina Hazte socio/a Dona Voluntariado Voluntariado
non,Voluntariado digital Alianzas empresariales Legado solidario
non,Click Para Twittear
non,Colabora con Ayuda en Acción y mejora la vida de miles de personas en África.
non,Debe responder al captcha
non,captcha
non,Los campos obligatorios están marcados con *
non,Tu dirección de correo electrónico no será publicada.
non,"Guarda mi nombre, correo electrónico y web en este navegador para la próxima vez que comente."
non,Web Nombre Correo electrónico
non,Especialista de Asuntos
use,"América es el segundo continente más grande del mundo, después de Asia. Ocupa gran parte del hemisferio occidental de la Tierra. Se extiende desde el océano Glacial Ártico por el norte hasta el cabo de Hornos por el sur, en la confluencia de los océanos Atlántico y Pacífico que delimitan al continente por el este y el oeste, respectivamente. Debido a su gran tamaño y sus características geográficas, América es dividida tradicionalmente en América del Norte, América Central, las Antillas y América del Sur."
use,"Bernardo O'Higgins (Chillán, 20 de agosto de 1778 - Lima, 24 de octubre de 1842) fue un militar chileno. Es considerado uno de los Padres de la Patria; fue una de las figuras militares fundamentales de la independencia y el primer Jefe de Estado de Chile independiente bajo el título de Director Supremo entre 1817 y 1823, cuando renunció voluntariamente al cargo para evitar una guerra civil, exiliándose en el Perú hasta su muerte. Su apellido varía de Higgins a O´Higgins, ya que en esa época se utilizaba agregar una ""O"" antes del apellido del padre, lo que significaba ""hijo de"" para llamar así a los hijos naturales o ilegítimos (aunque el padre lo hubiera reconocido). Leer más..."
use,Chalcatzingo es un yacimiento arqueológico localizado en el valle de Morelos que ocupa buena parte del estado del mismo nombre. Chalcatzingo tuvo su época de apogeo durante el período Preclásico Medio y Tardío de la cronología mesoamericana.
use,"El sitio es ampliamente conocido por su importante acervo de arte monumental e iconografía de estilo olmeca. Localizado en la parte meridional de las tierras altas del centro de México, se calcula que el asentamiento fue fundado alrededor del siglo XV a. C. Alrededor del siglo IX a. C., los pobladores del lugar comenzaron a producir obras artísticas y arquitectónicas en las que se puede notar una importante influencia de la cultura olmeca."
non,Lee sobre nuestra postura acerca de enlaces externos.
non,Recibe cada semana los contenidos más relevantes de la actualidad científica.
non,No podrás conectarte si excedes diez intentos fallidos.
non,Usuario o contraseña incorrectos 
non,La Agencia SINC ofrece servicios diferentes dependiendo de tu perfil.
non,Selecciona el tuyo: Licencia Creative Commons 4.0 No podrás conectarte si excedes diez intentos fallidos.
non,Licencia Creative Commons 4.0
non,"Fuente de la imagen, "
non,Desde el equipo editorial agradecemos especialmente a los autores y evaluadores que hicieron posible la edición de este ejemplar e invitamos a la comunidad profesional y académica a publicar sus reflexiones e investigaciones relacionadas con el patrimonio cultural con el fin de seguir avanzando en el conocimiento sobre este campo de trabajo.
non,Esperamos que l a revista Apuntes siga fortaleciéndose para asumir un papel relevante en la divulgación de trabajos que revitalicen la memoria de los procesos dados en la consolidación de nuestro continente
use,"La Antártida (del griego ανταρκτικώς «antarktikos», ""opuesto a ártico""), también denominado Continente Antártico o Antártica, es un continente que circunda el Polo Sur. Atendiendo a la geografía física, el límite estaría en la Convergencia Antártica, incluyendo las islas Georgias del Sur y Sandwich del Sur. Tiene una forma casi circular de 4500 km de diámetro y presenta dos pronunciados entrantes que forman una angosta península en forma de ""S"", proyectada sobre el extremo austral de Sudamérica."
use,"El término polo sur se refiere normalmente al polo sur geográfico (latitud 90°S 0°E), el punto más austral de la superficie terrestre, opuesto al polo norte. Otros «polo sur» son el Polo Sur Ceremonial, el polo sur magnético, el polo sur geomagnético y el polo sur de inaccesibilidad."
use,"El polo sur geográfico de un planeta se localiza en su extremo austral, equivalente a la latitud 90°S, donde convergen todos los meridianos. Se define como el lugar donde el eje de rotación se interseca con la superficie del planeta y son aplicables iguales observaciones que para el polo norte."
use,"El polo sur geográfico es definido como uno de los dos puntos donde el eje de rotación de la Tierra se interseca con su superficie (el otro punto es el polo norte geográfico). Sin embargo, el eje de rotación terrestre cambia a lo largo del tiempo, por lo que esta definición no es completamente precisa. El punto de proyección del polo sur geográfico a la esfera celeste da lugar al polo celeste sur"
non,El encargado del tratamiento es EUROINNOVA FORMACION SL
non,Puede cambiar su configuración u obtener más información en nuestra Política de cookies
non,Universidad referente en la formación online de Astronomía y Astrofísica
non,Concepto © 2013-2022
non,Enciclopedia Concepto. Todos los derechos reservados
use,"La biología (del griego «βίος» bíos, vida, y «λóγος» lógos, estudio) es la ciencia que estudia los procesos naturales​ de los organismos vivos, los cuales se dividen en diversos campos especializados."
use,Los líquenes son organismos que surgen de la simbiosis entre un hongo llamado micobionte y un alga o cianobacteria llamada ficobionte.
use,"Los líquenes son organismos pluricelulares, excepcionalmente resistentes a las condiciones ambientales adversas y capaces, por tanto, de colonizar muy diversos ecosistemas."
use,El ciclo celular es un conjunto ordenado de sucesos que conducen al crecimiento de la célula y la división en dos células hijas. Las etapas son: G1-S-G2 y M.
use,"Todas las células se originan únicamente de otra existente con anterioridad. El ciclo celular se inicia en el instante en que aparece una nueva célula, descendiente de otra que se divide, y termina en el momento en que dicha célula, por división subsiguiente, origina dos nuevas células hijas."
non,Docsityofficial 19 noviembre 2015
non,Biología Cantante de la banda punk Bad Religion
non,Aviso Legal – Política de privacidad – Información sobre cookies
non,El presente sitio web pertenece al Colegio Oficial de Biólogos de la Comunidad de Madrid (COBCM) utiliza cookies propias y de terceros para mejorar analizar el tráfico web de la misma.
non,Para continuar navegando es necesario aceptar expresamente la Política de Cookies. Aviso Legal – Política de privacidad – Información sobre cookies
non,utiliza cookies propias y de terceros para mejorar analizar el tráfico web de la misma.
non,El presente sitio web pertenece al Colegio Oficial de Biólogos de la Comunidad de Madrid (COBCM)
non,Para continuar navegando es necesario aceptar expresamente la Política de Cookies que puedes consultar en ajustes
use,"La botánica (del griego βοτάνη, 'hierba') o fitología (del griego φυτόν, 'planta' y λόγος, 'tratado') es la rama de la biología que estudia las plantas, bajo todos sus aspectos, lo cual incluye: descripción, clasificación, distribución, identificación, el estudio de su reproducción, fisiología, morfología, relaciones recíprocas, relaciones con los otros seres vivos y efectos provocados sobre el medio en el que se encuentran."
use,"No obstante, en términos históricos, el objeto de estudio de la botánica no se ha restringido estrictamente al Reino Plantae, sino que ha abarcado un grupo de organismos lejanamente emparentados entre sí, esto es, las cianobacterias, los hongos, las algas y las plantas, los que casi no poseen ningún carácter en común salvo la presencia de cloroplastos (a excepción de los hongos y cianobacterias) o el no poseer capacidad de desplazamiento."
use,"La botánica cubre una amplia gama de contenidos, que incluyen aspectos específicos propios de los vegetales, así como de las disciplinas biológicas que se ocupan de la composición química (fitoquímica), de la organización celular y tisular (histología vegetal), del metabolismo y el funcionamiento orgánico (fisiología vegetal), del crecimiento y el desarrollo, de la morfología (fitografía), de la reproducción, de la herencia (genética vegetal), de las enfermedades (fitopatología), de las adaptaciones al ambiente (ecología), de la distribución geográfica (fitogeografía o geobotánica), de los fósiles (paleobotánica) y de la evolución."
use,"Muchas de las especies se utilizan ampliamente en jardinería por su valor ornamental. Desde la antigüedad diferentes pueblos las han utilizado en su medicina tradicional para aliviar diversas dolencias, y compuestos derivados de sus principios activos se emplean en la farmacología."
use,"Esta familia se compone de pequeños árboles y arbustos leñosos perennifolios, además de hierbas perennes rizomatosas o tuberosas, normalmente glabras, raramente con pelos simples unicelulares a uniseriados."
use,"Las inflorescencias son terminales, rara vez axilares. Se presentan en racimo, panícula, cima o fascículo, también como flores solitarias o en pareja."
use,"Las especies leñosas forman parte de setos y espinares, sobre todo en bosques aclarados, en climas continentales de sustratos básicos o calizos."
use,"La jardinería es el arte, técnica y práctica de cultivar los jardines. Consiste en cultivar, tanto en un espacio abierto como cerrado (arriates), flores, árboles, hortalizas, o verduras (huertos), ya sea por estética, por gusto o para la alimentación, y en cuya consecución el objetivo económico es algo secundario."
